,cluster_id,clusters_prob,end_time,start_time,utc_timestamp
456,5,"[7.8263074e-06, 0.012460753, 3.7020243e-05, 5.2438139e-05, 0.038115513, 0.94623268]",2016-08-01T01:46:52.000000Z,2016-08-01T01:46:42.000000Z,[  1.47001601e+09]
457,5,"[0.00043371791, 0.031343911, 0.06400267, 0.094068803, 0.006006103, 0.77148032]",2016-08-01T01:47:03.000000Z,2016-08-01T01:46:53.000000Z,[  1.47001602e+09]
458,3,"[1.6736898e-06, 0.0011588933, 0.032438412, 0.40449798, 0.04507513, 0.34822276]",2016-08-01T01:47:14.000000Z,2016-08-01T01:47:04.000000Z,[  1.47001603e+09]
459,3,"[2.2848464e-08, 0.00074283022, 0.09886346, 0.84483165, 0.0070583341, 0.034181289]",2016-08-01T01:47:47.000000Z,2016-08-01T01:47:37.000000Z,[  1.47001606e+09]
460,5,"[0.0064535192, 0.044071864, 0.45744568, 2.220121e-05, 0.014164632, 0.47594279]",2016-08-01T01:48:53.000000Z,2016-08-01T01:48:43.000000Z,[  1.47001613e+09]
461,5,"[0.10445033, 0.033440527, 0.027322197, 0.18302171, 0.19478621, 0.44410849]",2016-08-01T01:49:04.000000Z,2016-08-01T01:48:54.000000Z,[  1.47001614e+09]
462,4,"[0.0028493842, 0.0014339762, 0.33616549, 0.25092417, 0.39309824, 0.014676345]",2016-08-01T01:49:15.000000Z,2016-08-01T01:49:05.000000Z,[  1.47001615e+09]
463,3,"[9.3782306e-05, 0.00037176223, 0.23734041, 0.69632971, 0.05364947, 0.011524436]",2016-08-01T01:49:26.000000Z,2016-08-01T01:49:16.000000Z,[  1.47001616e+09]
464,3,"[5.1814e-06, 0.00038290568, 0.002715792, 0.82653821, 0.0017853607, 0.1685109]",2016-08-01T01:49:37.000000Z,2016-08-01T01:49:27.000000Z,[  1.47001617e+09]
465,5,"[1.5151108e-09, 0.0014242255, 1.3602719e-14, 1.8397906e-11, 6.2246392e-05, 0.99851352]",2016-08-01T01:49:48.000000Z,2016-08-01T01:49:38.000000Z,[  1.47001618e+09]
466,5,"[2.6414886e-08, 0.012395367, 5.2916144e-11, 4.7070234e-08, 0.00083097728, 0.98676634]",2016-08-01T01:49:59.000000Z,2016-08-01T01:49:49.000000Z,[  1.47001619e+09]
467,4,"[5.8508194e-05, 0.025920773, 0.17560792, 0.044353306, 0.50503743, 0.21906973]",2016-08-01T01:50:10.000000Z,2016-08-01T01:50:00.000000Z,[  1.47001620e+09]
468,5,"[1.8836705e-07, 0.00036461675, 0.014442268, 0.049792014, 0.12185165, 0.80920428]",2016-08-01T01:50:21.000000Z,2016-08-01T01:50:11.000000Z,[  1.47001622e+09]
469,5,"[1.5378377e-07, 0.002078959, 1.5521335e-06, 1.1393107e-08, 0.048929848, 0.94898766]",2016-08-01T01:50:32.000000Z,2016-08-01T01:50:22.000000Z,[  1.47001623e+09]
470,3,"[5.7167035e-06, 7.1046023e-05, 0.089246832, 0.675502, 0.13223164, 0.027150476]",2016-08-01T01:51:27.000000Z,2016-08-01T01:51:17.000000Z,[  1.47001628e+09]
471,5,"[0.00099402154, 0.0052146395, 0.011578742, 0.020568825, 0.24739155, 0.70156866]",2016-08-01T01:51:38.000000Z,2016-08-01T01:51:28.000000Z,[  1.47001629e+09]
472,3,"[1.4567504e-05, 0.0013580376, 0.0074922936, 0.74652624, 0.0031652881, 0.22280791]",2016-08-01T01:51:49.000000Z,2016-08-01T01:51:39.000000Z,[  1.47001630e+09]
473,0,"[0.62526453, 0.097998388, 0.009019644, 0.0088169323, 0.0014956606, 0.25485075]",2016-08-01T01:52:00.000000Z,2016-08-01T01:51:50.000000Z,[  1.47001632e+09]
474,5,"[3.8450311e-05, 0.0072874804, 0.23745471, 0.044311397, 0.057629067, 0.39400747]",2016-08-01T01:52:11.000000Z,2016-08-01T01:52:01.000000Z,[  1.47001633e+09]
475,5,"[0.019529449, 0.31683603, 0.12682596, 0.0065343287, 0.007390005, 0.45249179]",2016-08-01T01:52:22.000000Z,2016-08-01T01:52:12.000000Z,[  1.47001634e+09]
476,5,"[2.9981496e-07, 6.8587178e-05, 0.018086135, 0.00020578224, 0.43026337, 0.5513438]",2016-08-01T01:52:33.000000Z,2016-08-01T01:52:23.000000Z,[  1.47001635e+09]
477,2,"[4.446053e-06, 0.0015345459, 0.53085804, 0.30200419, 0.03688705, 0.10014008]",2016-08-01T01:52:44.000000Z,2016-08-01T01:52:34.000000Z,[  1.47001636e+09]
478,5,"[8.0493373e-06, 0.14660697, 2.1270189e-07, 6.3740686e-08, 0.00023551469, 0.85258496]",2016-08-01T01:52:55.000000Z,2016-08-01T01:52:45.000000Z,[  1.47001637e+09]
479,5,"[0.00046930069, 0.17962575, 9.1826667e-05, 0.00051496166, 0.026969086, 0.79013002]",2016-08-01T01:53:06.000000Z,2016-08-01T01:52:56.000000Z,[  1.47001638e+09]
480,4,"[0.012867589, 0.010697684, 0.054496985, 0.080317691, 0.69518751, 0.12602946]",2016-08-01T01:53:17.000000Z,2016-08-01T01:53:07.000000Z,[  1.47001639e+09]
481,3,"[0.0097529627, 0.0019994518, 0.067820892, 0.58312023, 0.14623754, 0.18858083]",2016-08-01T01:53:28.000000Z,2016-08-01T01:53:18.000000Z,[  1.47001640e+09]
482,2,"[0.00050639699, 0.00029575531, 0.94828135, 1.9066563e-07, 0.050045811, 0.00087043375]",2016-08-01T01:53:39.000000Z,2016-08-01T01:53:29.000000Z,[  1.47001641e+09]
483,4,"[0.005673008, 0.0031156079, 0.3458693, 0.023196086, 0.46345127, 0.15817212]",2016-08-01T01:53:50.000000Z,2016-08-01T01:53:40.000000Z,[  1.47001642e+09]
484,2,"[0.009939054, 0.00030523536, 0.53147811, 0.18588847, 0.19457585, 0.077640779]",2016-08-01T01:54:01.000000Z,2016-08-01T01:53:51.000000Z,[  1.47001644e+09]
485,5,"[1.9837507e-06, 0.00051542837, 2.4143996e-05, 0.066479921, 0.0053982111, 0.92664689]",2016-08-01T01:54:12.000000Z,2016-08-01T01:54:02.000000Z,[  1.47001645e+09]
486,5,"[3.1107129e-06, 0.001799656, 4.6151643e-05, 5.0723634e-09, 0.0067722108, 0.83350319]",2016-08-01T01:54:23.000000Z,2016-08-01T01:54:13.000000Z,[  1.47001646e+09]
487,5,"[1.3892927e-06, 0.0005313381, 2.6591872e-05, 6.5132912e-09, 0.022636756, 0.83367956]",2016-08-01T01:54:56.000000Z,2016-08-01T01:54:46.000000Z,[  1.47001649e+09]
488,5,"[0.00030177299, 0.012878349, 0.00035428532, 0.003412073, 0.070966557, 0.89870822]",2016-08-01T01:56:13.000000Z,2016-08-01T01:56:03.000000Z,[  1.47001657e+09]
489,5,"[0.00012955831, 0.047054622, 6.3949697e-06, 0.021480778, 0.0084248893, 0.92044771]",2016-08-01T01:56:24.000000Z,2016-08-01T01:56:14.000000Z,[  1.47001658e+09]
490,2,"[0.0023654983, 0.020699302, 0.77344769, 0.037565887, 0.022885539, 0.026476357]",2016-08-01T01:56:35.000000Z,2016-08-01T01:56:25.000000Z,[  1.47001659e+09]
491,5,"[0.00086554891, 0.05569154, 0.19389108, 0.043002173, 0.025139624, 0.67987466]",2016-08-01T01:57:19.000000Z,2016-08-01T01:57:09.000000Z,[  1.47001663e+09]
492,5,"[2.2580625e-06, 0.0015744263, 1.7466677e-05, 0.091176443, 0.0019056229, 0.9052667]",2016-08-01T01:57:30.000000Z,2016-08-01T01:57:20.000000Z,[  1.47001664e+09]
493,5,"[7.2384966e-05, 0.07182093, 1.0661353e-06, 0.00012347304, 0.0024955042, 0.92208892]",2016-08-01T01:57:41.000000Z,2016-08-01T01:57:31.000000Z,[  1.47001666e+09]
494,1,"[0.010328412, 0.35674709, 0.061457057, 0.31580052, 0.055780023, 0.1803976]",2016-08-01T01:57:52.000000Z,2016-08-01T01:57:42.000000Z,[  1.47001667e+09]
495,5,"[1.0888335e-05, 0.0004720469, 1.2649199e-06, 0.088199437, 0.0020912015, 0.90877861]",2016-08-01T01:58:03.000000Z,2016-08-01T01:57:53.000000Z,[  1.47001668e+09]
496,4,"[0.0016168294, 0.0029754611, 0.035858288, 1.0024431e-06, 0.94556177, 0.013936439]",2016-08-01T01:58:14.000000Z,2016-08-01T01:58:04.000000Z,[  1.47001669e+09]
497,5,"[0.0050398041, 0.031708352, 1.9236259e-06, 0.001562036, 0.00055798504, 0.95520645]",2016-08-01T01:58:36.000000Z,2016-08-01T01:58:26.000000Z,[  1.47001671e+09]
498,5,"[0.0085151969, 0.003360634, 0.053615756, 0.37055907, 0.17037277, 0.38495407]",2016-08-01T01:58:47.000000Z,2016-08-01T01:58:37.000000Z,[  1.47001672e+09]
499,3,"[3.0194559e-07, 1.2411183e-05, 0.15176758, 0.57464314, 0.0023421603, 0.26840496]",2016-08-01T01:58:58.000000Z,2016-08-01T01:58:48.000000Z,[  1.47001673e+09]
500,2,"[0.0015723715, 0.031520691, 0.47806019, 0.0032074878, 0.027404496, 0.1037903]",2016-08-01T01:59:09.000000Z,2016-08-01T01:58:59.000000Z,[  1.47001674e+09]
501,3,"[3.3377336e-08, 0.00026496704, 0.0034312918, 0.47136238, 0.048899498, 0.26244226]",2016-08-01T02:00:26.000000Z,2016-08-01T02:00:16.000000Z,[  1.47001682e+09]
502,2,"[1.30058e-05, 0.0006877401, 0.95064902, 0.0061984984, 0.018502563, 0.019957794]",2016-08-01T02:00:37.000000Z,2016-08-01T02:00:27.000000Z,[  1.47001683e+09]
503,5,"[4.1190518e-07, 3.8605125e-05, 0.37700361, 0.045638956, 0.076752059, 0.49573466]",2016-08-01T02:00:48.000000Z,2016-08-01T02:00:38.000000Z,[  1.47001684e+09]
504,3,"[0.00047304688, 0.0048270845, 0.10086841, 0.69781345, 0.084847711, 0.11020236]",2016-08-01T02:00:59.000000Z,2016-08-01T02:00:49.000000Z,[  1.47001685e+09]
505,5,"[0.2606082, 0.10453302, 0.19714878, 0.011478643, 0.07625179, 0.34968093]",2016-08-01T02:01:10.000000Z,2016-08-01T02:01:00.000000Z,[  1.47001686e+09]
506,5,"[0.0001321528, 0.029836535, 1.2006107e-05, 3.0514466e-06, 0.17583419, 0.79415685]",2016-08-01T02:01:21.000000Z,2016-08-01T02:01:11.000000Z,[  1.47001688e+09]
507,5,"[7.9173492e-07, 0.15691708, 1.3296704e-09, 1.2025179e-09, 0.0020676868, 0.84101433]",2016-08-01T02:01:32.000000Z,2016-08-01T02:01:22.000000Z,[  1.47001689e+09]
508,5,"[0.00011302328, 0.0021890616, 0.0002385164, 0.024942635, 0.0047877841, 0.96747732]",2016-08-01T02:01:43.000000Z,2016-08-01T02:01:33.000000Z,[  1.47001690e+09]
509,5,"[6.5803576e-09, 5.9371243e-05, 1.6081881e-12, 3.4324987e-07, 4.3809643e-05, 0.99989641]",2016-08-01T02:01:54.000000Z,2016-08-01T02:01:44.000000Z,[  1.47001691e+09]
510,2,"[0.008717929, 0.021722591, 0.79620034, 0.0092231324, 0.015486709, 0.13951033]",2016-08-01T02:02:05.000000Z,2016-08-01T02:01:55.000000Z,[  1.47001692e+09]
511,3,"[1.2961369e-05, 0.011271407, 0.053238682, 0.75838822, 0.0015703419, 0.16863634]",2016-08-01T02:02:16.000000Z,2016-08-01T02:02:06.000000Z,[  1.47001693e+09]
512,2,"[1.7317433e-06, 0.0019736008, 0.65752709, 0.0034561751, 0.016951935, 0.0035281254]",2016-08-01T02:03:22.000000Z,2016-08-01T02:03:12.000000Z,[  1.47001700e+09]
513,5,"[2.3491152e-06, 0.0014233682, 0.0014758797, 0.002753492, 0.071332447, 0.88854748]",2016-08-01T02:03:33.000000Z,2016-08-01T02:03:23.000000Z,[  1.47001701e+09]
514,3,"[1.3709216e-05, 6.2875028e-05, 0.21520954, 0.55137402, 0.21412331, 0.019044353]",2016-08-01T02:03:44.000000Z,2016-08-01T02:03:34.000000Z,[  1.47001702e+09]
515,2,"[0.00023207274, 6.8865818e-05, 0.43405223, 0.3891784, 0.16875508, 0.0076440778]",2016-08-01T02:03:55.000000Z,2016-08-01T02:03:45.000000Z,[  1.47001703e+09]
516,5,"[0.00025567671, 0.0098737096, 5.3380531e-06, 0.00015380119, 0.16976194, 0.81990391]",2016-08-01T02:04:06.000000Z,2016-08-01T02:03:56.000000Z,[  1.47001704e+09]
517,3,"[0.00035487025, 0.0021697215, 0.023191983, 0.52913684, 0.037646808, 0.40163475]",2016-08-01T02:04:17.000000Z,2016-08-01T02:04:07.000000Z,[  1.47001705e+09]
518,4,"[0.2080434, 0.065551721, 0.067431264, 0.00018581079, 0.62059057, 0.032311428]",2016-08-01T02:04:28.000000Z,2016-08-01T02:04:18.000000Z,[  1.47001706e+09]
519,2,"[0.26180565, 0.012970152, 0.40017432, 0.013296899, 0.25916401, 0.041977283]",2016-08-01T02:04:39.000000Z,2016-08-01T02:04:29.000000Z,[  1.47001707e+09]
520,1,"[2.7963947e-06, 0.67185205, 1.7832515e-05, 3.4003051e-07, 0.0011490284, 0.32695508]",2016-08-01T02:04:50.000000Z,2016-08-01T02:04:40.000000Z,[  1.47001708e+09]
521,5,"[0.0032701953, 0.34189284, 0.0017858858, 0.001859888, 0.0053038788, 0.63928264]",2016-08-01T02:05:01.000000Z,2016-08-01T02:04:51.000000Z,[  1.47001710e+09]
522,4,"[6.8556453e-08, 2.8039647e-06, 0.31116995, 0.011395228, 0.34908441, 0.30737516]",2016-08-01T02:05:12.000000Z,2016-08-01T02:05:02.000000Z,[  1.47001711e+09]
523,5,"[2.0494997e-05, 0.00095170486, 0.00039751094, 7.4011552e-09, 0.0087942723, 0.98981011]",2016-08-01T02:05:23.000000Z,2016-08-01T02:05:13.000000Z,[  1.47001712e+09]
524,2,"[1.2273907e-07, 3.4366505e-05, 0.75075245, 0.18900374, 0.031016141, 0.015825031]",2016-08-01T02:05:56.000000Z,2016-08-01T02:05:46.000000Z,[  1.47001715e+09]
525,4,"[1.6222097e-08, 0.0018220631, 9.4965413e-10, 4.8167342e-11, 0.99247169, 0.005642707]",2016-08-01T02:06:07.000000Z,2016-08-01T02:05:57.000000Z,[  1.47001716e+09]
526,3,"[1.1485217e-06, 1.8642393e-05, 0.21556742, 0.7702896, 0.0060190209, 0.0078480188]",2016-08-01T02:06:18.000000Z,2016-08-01T02:06:08.000000Z,[  1.47001717e+09]
527,0,"[0.60345441, 0.098012574, 0.032404657, 0.085255623, 0.064571314, 0.091970123]",2016-08-01T02:06:29.000000Z,2016-08-01T02:06:19.000000Z,[  1.47001718e+09]
528,2,"[0.068437338, 0.055780083, 0.53422838, 0.029223496, 0.15553592, 0.15513612]",2016-08-01T02:06:40.000000Z,2016-08-01T02:06:30.000000Z,[  1.47001720e+09]
529,5,"[0.00052771193, 0.034037601, 0.0014091765, 0.058982048, 0.0070914221, 0.89687508]",2016-08-01T02:06:51.000000Z,2016-08-01T02:06:41.000000Z,[  1.47001721e+09]
530,3,"[0.00024073261, 0.017229991, 0.004559556, 0.72813851, 0.0086652711, 0.24060306]",2016-08-01T02:07:02.000000Z,2016-08-01T02:06:52.000000Z,[  1.47001722e+09]
531,5,"[0.006402628, 0.14750794, 0.039231785, 0.00037811999, 0.20402156, 0.58210266]",2016-08-01T02:07:13.000000Z,2016-08-01T02:07:03.000000Z,[  1.47001723e+09]
532,5,"[5.8935348e-07, 0.0020674774, 3.0465625e-08, 1.9109197e-07, 0.002036432, 0.99589097]",2016-08-01T02:07:24.000000Z,2016-08-01T02:07:14.000000Z,[  1.47001724e+09]
533,5,"[2.3097432e-08, 1.035087e-05, 0.00020166507, 0.02343916, 0.0083174473, 0.96802247]",2016-08-01T02:07:35.000000Z,2016-08-01T02:07:25.000000Z,[  1.47001725e+09]
534,5,"[4.3693683e-05, 0.17541772, 3.3348751e-08, 8.9750108e-07, 0.00022301456, 0.82431006]",2016-08-01T02:07:46.000000Z,2016-08-01T02:07:36.000000Z,[  1.47001726e+09]
535,5,"[4.5006404e-06, 0.0039056945, 0.051029626, 0.2069553, 0.25359425, 0.47570458]",2016-08-01T02:08:08.000000Z,2016-08-01T02:07:58.000000Z,[  1.47001728e+09]
536,3,"[0.0029482925, 0.016172294, 0.038397189, 0.49241579, 0.065629646, 0.38255906]",2016-08-01T02:08:19.000000Z,2016-08-01T02:08:09.000000Z,[  1.47001729e+09]
537,5,"[0.0006469271, 0.0026769566, 0.00031724697, 0.12936138, 0.0012171199, 0.86546832]",2016-08-01T02:08:30.000000Z,2016-08-01T02:08:20.000000Z,[  1.47001730e+09]
538,3,"[4.8410016e-06, 0.00027120361, 0.064206786, 0.90910566, 0.0088872099, 0.015515874]",2016-08-01T02:08:41.000000Z,2016-08-01T02:08:31.000000Z,[  1.47001732e+09]
539,5,"[7.063084e-06, 0.33523843, 3.4342273e-07, 5.4184294e-08, 0.00098962733, 0.66240489]",2016-08-01T02:08:52.000000Z,2016-08-01T02:08:42.000000Z,[  1.47001733e+09]
540,5,"[3.2814669e-06, 0.065180279, 1.2152936e-09, 6.9654399e-10, 3.7862083e-05, 0.93235511]",2016-08-01T02:09:03.000000Z,2016-08-01T02:08:53.000000Z,[  1.47001734e+09]
541,5,"[1.3629307e-06, 0.087248258, 9.0050372e-07, 1.6344013e-05, 0.016844103, 0.89529842]",2016-08-01T02:09:14.000000Z,2016-08-01T02:09:04.000000Z,[  1.47001735e+09]
542,2,"[1.1030362e-07, 2.5447507e-05, 0.98242551, 0.0056953691, 0.0002113776, 0.0003193728]",2016-08-01T02:09:25.000000Z,2016-08-01T02:09:15.000000Z,[  1.47001736e+09]
543,2,"[1.405211e-07, 9.6380836e-06, 0.98716289, 0.0047724922, 0.0041356515, 0.0011642813]",2016-08-01T02:09:36.000000Z,2016-08-01T02:09:26.000000Z,[  1.47001737e+09]
544,1,"[0.0079945512, 0.90517336, 0.0014073201, 8.2752113e-06, 0.0066026477, 0.076701537]",2016-08-01T02:09:47.000000Z,2016-08-01T02:09:37.000000Z,[  1.47001738e+09]
545,5,"[0.017938374, 0.22402272, 0.083093792, 0.0060345773, 0.0029103782, 0.66588867]",2016-08-01T02:09:58.000000Z,2016-08-01T02:09:48.000000Z,[  1.47001739e+09]
546,2,"[0.0018542048, 0.0035827991, 0.3964234, 0.36609331, 0.036676206, 0.19282141]",2016-08-01T02:10:09.000000Z,2016-08-01T02:09:59.000000Z,[  1.47001740e+09]
547,2,"[8.0124074e-08, 2.2495315e-06, 0.60385138, 1.5358017e-05, 0.0014305515, 0.00012347712]",2016-08-01T02:10:53.000000Z,2016-08-01T02:10:43.000000Z,[  1.47001745e+09]
548,2,"[0.01567792, 0.13945103, 0.3752996, 0.0090341428, 0.28966156, 0.058980424]",2016-08-01T02:11:26.000000Z,2016-08-01T02:11:16.000000Z,[  1.47001748e+09]
549,3,"[0.14576033, 0.0029133453, 0.2383634, 0.38944554, 0.20253284, 0.012273743]",2016-08-01T02:11:48.000000Z,2016-08-01T02:11:38.000000Z,[  1.47001750e+09]
550,2,"[0.0049179676, 0.00011598835, 0.694215, 0.26194704, 0.035063401, 0.0036994547]",2016-08-01T02:11:59.000000Z,2016-08-01T02:11:49.000000Z,[  1.47001751e+09]
551,2,"[0.00043796029, 0.0009381022, 0.59188765, 0.29118341, 0.022189924, 0.090940408]",2016-08-01T02:12:10.000000Z,2016-08-01T02:12:00.000000Z,[  1.47001752e+09]
552,2,"[9.0119269e-05, 0.010564525, 0.48546395, 0.00060048152, 0.096399695, 0.036792777]",2016-08-01T02:12:21.000000Z,2016-08-01T02:12:11.000000Z,[  1.47001754e+09]
553,2,"[2.2555227e-08, 5.5002715e-06, 0.52709711, 0.0016918264, 0.13268614, 0.00010512861]",2016-08-01T02:12:43.000000Z,2016-08-01T02:12:33.000000Z,[  1.47001756e+09]
554,2,"[0.00030202785, 0.011631088, 0.74419624, 0.016578078, 0.17598207, 0.046352774]",2016-08-01T02:14:00.000000Z,2016-08-01T02:13:50.000000Z,[  1.47001764e+09]
555,2,"[0.002758096, 0.00078936492, 0.73121977, 0.12548128, 0.12115138, 0.0029848646]",2016-08-01T02:14:11.000000Z,2016-08-01T02:14:01.000000Z,[  1.47001765e+09]
556,2,"[0.03144804, 0.00078685238, 0.94390285, 0.012496043, 0.006433602, 0.0048573357]",2016-08-01T02:14:22.000000Z,2016-08-01T02:14:12.000000Z,[  1.47001766e+09]
557,5,"[1.3734451e-05, 0.0039192382, 0.00015519517, 0.0002522326, 0.072032154, 0.92361587]",2016-08-01T02:14:33.000000Z,2016-08-01T02:14:23.000000Z,[  1.47001767e+09]
558,5,"[0.0033557038, 0.36547405, 1.272087e-05, 0.0052842223, 0.0014100864, 0.62248635]",2016-08-01T02:14:44.000000Z,2016-08-01T02:14:34.000000Z,[  1.47001768e+09]
559,5,"[1.3107238e-09, 8.5565771e-05, 3.8280497e-08, 0.0095782392, 0.0004759467, 0.98977393]",2016-08-01T02:14:55.000000Z,2016-08-01T02:14:45.000000Z,[  1.47001769e+09]
560,5,"[0.0004294205, 0.0030104055, 8.6159986e-07, 0.00077688298, 3.9591505e-06, 0.91968483]",2016-08-01T02:15:06.000000Z,2016-08-01T02:14:56.000000Z,[  1.47001770e+09]
561,2,"[6.9683878e-08, 0.00018150202, 0.60407776, 0.36870813, 0.0023344618, 0.00067418377]",2016-08-01T02:15:17.000000Z,2016-08-01T02:15:07.000000Z,[  1.47001771e+09]
562,5,"[4.9278788e-05, 0.055043478, 7.7738036e-08, 3.5586076e-10, 0.004910226, 0.93999517]",2016-08-01T02:16:12.000000Z,2016-08-01T02:16:02.000000Z,[  1.47001777e+09]
563,5,"[4.9627993e-06, 0.30153295, 1.0499178e-08, 6.1083625e-07, 2.0282359e-05, 0.69842309]",2016-08-01T02:16:23.000000Z,2016-08-01T02:16:13.000000Z,[  1.47001778e+09]
564,5,"[1.8529164e-10, 0.013378575, 6.7567584e-08, 1.9673332e-09, 0.00023053898, 0.98629701]",2016-08-01T02:16:34.000000Z,2016-08-01T02:16:24.000000Z,[  1.47001779e+09]
565,2,"[0.0018340378, 0.002191965, 0.77697057, 0.032186508, 0.039466377, 0.01218079]",2016-08-01T02:17:07.000000Z,2016-08-01T02:16:57.000000Z,[  1.47001782e+09]
566,3,"[1.3799541e-05, 0.0005034245, 0.13192202, 0.67329681, 0.0052097132, 0.13569266]",2016-08-01T02:17:18.000000Z,2016-08-01T02:17:08.000000Z,[  1.47001783e+09]
567,5,"[0.0010055678, 0.15970451, 0.30252576, 0.11291282, 0.0051672263, 0.33945137]",2016-08-01T02:17:29.000000Z,2016-08-01T02:17:19.000000Z,[  1.47001784e+09]
568,2,"[8.4902676e-06, 1.6503874e-09, 0.88278633, 9.7178838e-07, 0.0041137286, 2.3277324e-05]",2016-08-01T02:18:13.000000Z,2016-08-01T02:18:03.000000Z,[  1.47001789e+09]
569,5,"[3.6817037e-05, 0.0020815569, 0.0062648566, 1.9720756e-06, 0.057267912, 0.64736938]",2016-08-01T02:18:35.000000Z,2016-08-01T02:18:25.000000Z,[  1.47001791e+09]
570,2,"[1.4451358e-07, 1.6874071e-06, 0.67517895, 0.00017398012, 0.0012993474, 0.00013301954]",2016-08-01T02:19:08.000000Z,2016-08-01T02:18:58.000000Z,[  1.47001794e+09]
571,5,"[0.00048340598, 0.030043615, 0.0096405633, 0.010619163, 0.10703871, 0.84019518]",2016-08-01T02:19:41.000000Z,2016-08-01T02:19:31.000000Z,[  1.47001798e+09]
572,5,"[7.6397173e-06, 0.052039087, 3.3528119e-07, 1.3380121e-05, 0.0045293602, 0.94340676]",2016-08-01T02:19:52.000000Z,2016-08-01T02:19:42.000000Z,[  1.47001799e+09]
573,5,"[7.9745014e-06, 0.019539125, 9.4344919e-08, 0.040400848, 7.3750009e-05, 0.93996084]",2016-08-01T02:20:03.000000Z,2016-08-01T02:19:53.000000Z,[  1.47001800e+09]
574,1,"[0.0013069171, 0.9978745, 0.00081627682, 3.2591464e-07, 1.8769144e-09, 4.8107033e-08]",2016-08-01T02:20:25.000000Z,2016-08-01T02:20:15.000000Z,[  1.47001802e+09]
575,2,"[0.00058713363, 0.00065077317, 0.6520564, 0.00011643343, 0.34416121, 0.0021745784]",2016-08-01T02:20:14.000000Z,2016-08-01T02:20:04.000000Z,[  1.47001801e+09]
576,5,"[0.1149891, 0.097395614, 1.573701e-05, 0.17716011, 0.00034990133, 0.43632248]",2016-08-01T02:20:36.000000Z,2016-08-01T02:20:26.000000Z,[  1.47001803e+09]
577,4,"[0.013296612, 0.0065045781, 0.042937055, 0.0012730045, 0.73264807, 0.18643457]",2016-08-01T02:20:47.000000Z,2016-08-01T02:20:37.000000Z,[  1.47001804e+09]
578,2,"[0.042839509, 0.0022061248, 0.64224094, 0.039502013, 0.25143129, 0.0085351737]",2016-08-01T02:21:09.000000Z,2016-08-01T02:20:59.000000Z,[  1.47001806e+09]
579,3,"[0.00032907788, 0.0060035679, 0.00091398193, 0.53012919, 0.00049903383, 0.43484208]",2016-08-01T02:21:20.000000Z,2016-08-01T02:21:10.000000Z,[  1.47001808e+09]
580,4,"[5.6501506e-08, 0.00010715964, 0.024623893, 0.00019242932, 0.6054157, 0.35143074]",2016-08-01T02:22:15.000000Z,2016-08-01T02:22:05.000000Z,[  1.47001813e+09]
581,2,"[2.2212173e-07, 7.9040055e-06, 0.96002781, 0.022624139, 0.012903526, 0.0017120622]",2016-08-01T02:22:26.000000Z,2016-08-01T02:22:16.000000Z,[  1.47001814e+09]
582,2,"[1.3350032e-06, 3.0351384e-06, 0.72356671, 0.00077227189, 0.034612782, 0.0010051915]",2016-08-01T02:22:37.000000Z,2016-08-01T02:22:27.000000Z,[  1.47001815e+09]
583,5,"[0.00092690898, 0.041516524, 0.00025948731, 8.5900487e-05, 0.0010177856, 0.95484006]",2016-08-01T02:22:59.000000Z,2016-08-01T02:22:49.000000Z,[  1.47001817e+09]
584,5,"[6.1270557e-06, 0.13485697, 9.4194306e-08, 0.00041791599, 1.1870179e-05, 0.86461276]",2016-08-01T02:23:10.000000Z,2016-08-01T02:23:00.000000Z,[  1.47001818e+09]
585,5,"[3.6610609e-07, 0.00020242254, 0.0016316191, 0.036232624, 0.0022834081, 0.77092522]",2016-08-01T02:23:21.000000Z,2016-08-01T02:23:11.000000Z,[  1.47001820e+09]
586,2,"[1.0305502e-07, 2.5726942e-05, 0.78479701, 0.20891279, 0.00261311, 0.0013402652]",2016-08-01T02:23:32.000000Z,2016-08-01T02:23:22.000000Z,[  1.47001821e+09]
587,2,"[1.5754903e-08, 6.2379995e-06, 0.86190414, 0.025134953, 0.08427, 0.0014133027]",2016-08-01T02:24:05.000000Z,2016-08-01T02:23:55.000000Z,[  1.47001824e+09]
588,5,"[0.00032491112, 0.15882842, 0.12742551, 0.0048115817, 0.019700091, 0.66761631]",2016-08-01T02:24:16.000000Z,2016-08-01T02:24:06.000000Z,[  1.47001825e+09]
589,2,"[2.9697665e-08, 1.8076347e-05, 0.51644039, 0.46758974, 0.0038221655, 0.0056850552]",2016-08-01T02:24:27.000000Z,2016-08-01T02:24:17.000000Z,[  1.47001826e+09]
590,3,"[4.9880011e-10, 3.5968009e-07, 0.0040088841, 0.98655659, 0.0001625961, 0.0049023135]",2016-08-01T02:24:38.000000Z,2016-08-01T02:24:28.000000Z,[  1.47001827e+09]
591,2,"[4.850304e-05, 0.017687611, 0.614555, 0.1110412, 0.10556426, 0.14773138]",2016-08-01T02:25:00.000000Z,2016-08-01T02:24:50.000000Z,[  1.47001830e+09]
592,2,"[0.0015938142, 0.066738598, 0.53531748, 0.00041773682, 0.0057462296, 0.18421204]",2016-08-01T02:25:11.000000Z,2016-08-01T02:25:01.000000Z,[  1.47001831e+09]
593,0,"[0.77960473, 0.054112308, 0.033646353, 0.010707509, 0.0047727572, 0.10694537]",2016-08-01T02:25:22.000000Z,2016-08-01T02:25:12.000000Z,[  1.47001832e+09]
